positions,overall_rating,value_euro,short_passing,positioning,composure,velocidade,finalizacao,drible,fisico
ST,54,,38,57,45,67.0,49.666666666666664,52.0,60.5
"ST,LW",54,100000.0,46,51,46,68.0,48.166666666666664,63.6,48.5
"LB,LWB",54,130000.0,50,49,35,63.0,32.333333333333336,54.4,56.5
"RW,LW,CAM",54,140000.0,48,50,49,75.0,48.666666666666664,54.8,42.5
"RW,ST",54,100000.0,55,58,52,66.0,43.166666666666664,61.2,34.0
RW,54,150000.0,45,51,43,80.0,43.0,56.0,40.5
RW,54,140000.0,47,53,49,84.0,42.833333333333336,63.2,47.5
ST,54,110000.0,44,58,45,64.0,50.166666666666664,55.8,53.0
"CAM,ST",54,150000.0,45,52,53,68.0,46.666666666666664,58.6,49.0
"ST,LM,LWB",54,110000.0,36,54,44,71.0,50.333333333333336,53.2,68.5
ST,54,130000.0,54,50,53,71.0,46.5,63.8,40.0
ST,54,100000.0,44,53,48,50.5,50.833333333333336,54.0,68.0
ST,54,150000.0,45,49,51,71.0,49.666666666666664,56.2,53.0
ST,54,110000.0,45,45,42,62.5,50.333333333333336,58.6,55.0
ST,54,150000.0,43,57,48,82.0,52.333333333333336,55.2,52.0
LW,54,140000.0,51,56,48,68.5,47.0,56.4,50.0
ST,55,150000.0,50,51,40,68.0,51.5,48.0,65.0
"ST,CF",55,180000.0,50,60,45,63.0,51.666666666666664,61.6,56.5
ST,55,80000.0,35,52,49,61.5,52.666666666666664,53.6,61.0
ST,55,110000.0,42,54,40,73.0,51.333333333333336,61.6,46.0
LW,55,90000.0,54,52,55,66.5,54.166666666666664,54.4,65.0
"RM,ST",55,160000.0,47,52,44,69.0,50.5,59.4,48.0
ST,55,180000.0,45,52,42,58.5,52.333333333333336,51.0,71.0
ST,55,180000.0,44,51,45,73.0,52.0,53.2,51.0
ST,55,180000.0,47,58,45,57.5,54.0,63.8,37.5
ST,55,120000.0,36,57,47,67.0,54.666666666666664,56.2,60.0
"CAM,RW,RWB",55,180000.0,54,51,60,68.5,42.333333333333336,61.0,55.0
LW,55,180000.0,48,42,51,73.5,45.833333333333336,60.8,39.5
CF,55,160000.0,56,48,49,73.0,42.333333333333336,64.4,49.0
"LB,LW,ST",55,130000.0,48,53,52,76.0,50.166666666666664,57.2,67.5
ST,55,180000.0,44,51,49,69.5,48.666666666666664,61.2,54.0
ST,55,190000.0,46,54,50,72.0,48.333333333333336,55.4,61.5
ST,55,190000.0,44,50,43,66.5,52.333333333333336,52.8,66.5
RW,55,140000.0,45,54,54,69.5,55.5,59.8,68.0
"ST,LM",55,190000.0,49,46,48,67.0,53.833333333333336,55.6,64.5
"RM,RWB,RB",55,160000.0,50,47,54,79.0,41.0,59.4,51.5
"ST,RW",55,180000.0,55,60,41,69.5,48.0,60.2,50.0
"ST,RM",55,,50,49,42,84.0,53.5,61.4,62.5
ST,55,180000.0,49,53,50,64.5,52.0,60.2,50.5
ST,55,120000.0,49,53,55,66.5,52.833333333333336,56.4,59.0
"RWB,RB",55,100000.0,27,53,53,71.5,31.5,58.2,59.5
"LW,LM",55,140000.0,40,58,54,55.0,45.166666666666664,62.4,47.5
ST,55,190000.0,51,59,49,57.0,55.0,51.6,51.0
"ST,RM",55,150000.0,42,58,51,69.0,52.0,61.4,51.0
ST,55,120000.0,43,52,49,71.5,51.666666666666664,54.4,56.0
"RB,RWB,CB",55,110000.0,56,39,41,66.0,28.333333333333332,54.6,57.0
"RW,LW",55,140000.0,57,61,45,69.0,49.666666666666664,57.8,43.5
"ST,RM",55,180000.0,56,51,44,69.5,50.666666666666664,57.0,48.0
ST,55,110000.0,46,60,53,46.0,53.166666666666664,49.6,60.0
"ST,CAM",55,180000.0,52,46,44,72.5,51.666666666666664,61.0,54.0
"LW,ST",55,180000.0,55,55,49,62.0,63.0,56.8,43.5
ST,55,160000.0,53,54,48,76.5,49.0,56.2,60.0
"CM,CAM,RW",55,190000.0,59,55,54,76.0,47.166666666666664,59.8,60.0
ST,55,180000.0,39,55,52,63.0,50.333333333333336,58.2,55.5
ST,56,150000.0,48,55,51,77.0,51.833333333333336,59.8,59.0
ST,56,200000.0,42,55,42,68.0,51.666666666666664,55.6,56.0
"LWB,LM",56,110000.0,47,42,50,76.0,38.5,60.0,51.5
ST,56,70000.0,40,50,41,53.5,56.5,47.4,69.0
ST,56,120000.0,31,55,44,54.0,52.833333333333336,58.2,56.0
ST,56,180000.0,45,50,43,72.5,53.333333333333336,57.4,59.0
ST,56,130000.0,41,50,49,70.5,52.666666666666664,53.6,62.5
ST,56,180000.0,45,53,43,54.5,52.5,56.8,52.5
ST,56,140000.0,54,56,52,41.0,58.0,56.0,39.5
ST,56,150000.0,46,49,49,56.0,53.666666666666664,53.4,64.5
ST,56,160000.0,51,55,46,62.5,53.0,56.2,52.0
ST,56,150000.0,44,55,50,68.0,53.833333333333336,60.0,53.5
ST,56,160000.0,43,49,50,68.0,53.0,52.6,67.0
"RM,ST",56,170000.0,58,53,43,79.5,47.833333333333336,57.8,57.5
ST,56,200000.0,46,50,47,70.5,49.666666666666664,58.4,68.0
ST,56,150000.0,42,56,50,70.5,52.666666666666664,56.2,59.5
ST,56,160000.0,48,48,50,69.0,50.0,61.0,59.5
"ST,RW",56,160000.0,54,51,48,63.5,50.166666666666664,57.8,61.5
ST,56,180000.0,48,57,43,64.5,50.833333333333336,54.2,61.0
ST,56,200000.0,32,61,47,77.0,56.0,54.6,55.0
ST,56,190000.0,45,46,47,66.5,55.0,61.8,72.0
LW,56,140000.0,57,56,37,71.0,49.166666666666664,62.0,66.5
"RWB,RB",56,100000.0,48,51,40,83.5,32.5,60.0,54.0
"CAM,CF",56,150000.0,55,35,47,70.5,44.5,64.0,45.0
"LB,LWB",56,100000.0,47,40,50,62.0,33.833333333333336,59.6,65.0
"LW,RW",56,170000.0,43,43,44,70.0,46.333333333333336,62.2,58.5
"ST,RM",56,120000.0,48,51,49,75.5,52.166666666666664,57.0,57.0
"LB,LWB",56,130000.0,48,48,39,63.5,42.0,50.6,62.0
"RM,LM,ST",56,120000.0,47,54,50,68.5,55.5,57.4,56.0
ST,56,180000.0,48,59,48,63.5,51.5,57.0,55.0
ST,56,130000.0,39,54,45,56.5,55.0,49.0,70.0
"RM,CAM,ST",56,190000.0,53,54,46,72.5,45.333333333333336,62.6,47.5
LW,56,130000.0,45,54,56,72.5,51.5,59.2,55.0
"LM,RM,ST",56,160000.0,58,50,51,60.0,51.166666666666664,57.4,44.5
LW,56,190000.0,48,51,49,64.5,55.666666666666664,57.6,43.0
ST,56,190000.0,47,52,47,81.5,50.666666666666664,58.4,50.5
ST,56,130000.0,52,58,51,53.5,51.666666666666664,51.8,56.0
"CM,LW",56,190000.0,57,55,51,73.5,48.166666666666664,61.4,58.0
LW,56,180000.0,58,52,48,75.5,49.166666666666664,60.8,43.0
"ST,LW",56,200000.0,52,42,42,63.0,55.166666666666664,59.4,57.0
ST,56,140000.0,50,54,48,56.5,54.333333333333336,56.8,59.0
ST,56,190000.0,39,56,51,61.5,54.833333333333336,52.2,55.5
ST,56,140000.0,48,54,51,67.5,52.833333333333336,56.6,65.0
ST,56,130000.0,39,53,48,71.0,54.166666666666664,56.0,47.5
"ST,RW",56,130000.0,47,55,41,71.0,51.0,63.8,38.5
ST,56,200000.0,41,57,44,74.0,53.666666666666664,67.0,38.5
"CF,CAM",56,200000.0,60,53,47,65.0,53.5,67.4,42.0
LW,56,190000.0,55,57,46,68.0,46.833333333333336,56.8,38.0
"RW,RM",56,140000.0,52,63,42,67.5,57.5,60.2,62.0
ST,56,160000.0,52,48,44,67.0,51.666666666666664,60.6,60.5
"ST,CAM,LM",56,130000.0,50,54,53,64.0,50.333333333333336,57.6,61.0
ST,56,190000.0,48,54,48,75.5,54.5,58.0,43.5
"RW,ST",56,120000.0,45,51,49,71.0,50.5,59.2,63.5
RW,56,160000.0,53,52,49,68.5,55.333333333333336,58.8,63.0
ST,56,200000.0,43,48,42,76.0,56.5,54.0,65.5
"ST,RM",56,200000.0,49,52,46,72.5,53.0,60.4,49.5
RW,56,160000.0,46,63,50,73.0,41.333333333333336,52.6,50.5
ST,56,160000.0,55,54,51,64.0,49.833333333333336,59.6,62.0
"ST,CM",56,200000.0,63,56,55,70.5,48.0,58.8,66.5
ST,56,130000.0,39,50,45,68.0,53.833333333333336,55.6,58.5
RW,57,220000.0,54,54,49,45.5,56.5,61.8,33.0
"RB,RWB",57,200000.0,55,47,45,72.5,28.666666666666668,60.0,57.0
"RM,LM,ST,CAM",57,140000.0,58,58,53,77.0,58.0,61.4,56.0
ST,57,190000.0,45,51,52,76.0,54.833333333333336,56.4,54.5
RW,57,230000.0,47,47,54,66.0,56.666666666666664,62.2,43.0
ST,57,230000.0,40,55,47,56.5,55.0,53.2,66.0
"RM,CAM,ST",57,100000.0,58,57,57,58.5,54.5,52.4,74.0
ST,57,190000.0,42,58,47,68.0,54.666666666666664,55.4,58.0
LW,57,170000.0,48,49,51,68.0,49.666666666666664,60.4,46.5
ST,57,140000.0,46,47,51,54.5,58.666666666666664,50.0,63.5
"LW,RW",57,160000.0,55,53,40,68.5,53.0,62.0,65.0
ST,57,160000.0,53,49,47,62.0,55.333333333333336,62.6,49.0
ST,57,160000.0,47,56,50,80.5,49.0,67.4,58.5
ST,57,210000.0,45,58,47,76.5,55.166666666666664,66.8,43.0
"RW,RB",57,180000.0,47,52,46,82.0,41.0,56.8,45.5
"ST,RM,LW",57,150000.0,41,59,43,71.5,54.666666666666664,62.6,57.5
ST,57,220000.0,53,52,53,51.0,58.166666666666664,51.8,58.5
"RWB,RB",57,200000.0,56,43,48,75.5,32.833333333333336,64.8,50.5
ST,57,130000.0,62,52,54,60.5,53.166666666666664,52.6,69.0
ST,57,140000.0,51,59,54,71.5,51.0,55.0,66.5
ST,57,220000.0,45,60,51,69.5,54.333333333333336,54.4,47.5
"ST,LM",57,200000.0,45,66,48,87.5,45.166666666666664,60.6,60.5
ST,57,210000.0,54,59,55,58.5,55.333333333333336,58.6,39.5
"LW,CF",57,220000.0,50,55,50,65.0,56.333333333333336,60.2,50.0
"RB,RWB",57,180000.0,45,43,37,74.0,29.833333333333332,60.6,57.5
"ST,RW,LW",57,170000.0,46,50,49,80.5,50.666666666666664,63.8,62.5
ST,57,220000.0,46,55,51,73.0,53.166666666666664,58.6,60.0
"ST,LW",57,170000.0,60,61,60,69.5,50.166666666666664,53.0,54.5
"ST,RW,LW",57,150000.0,50,57,40,68.0,55.5,59.0,54.0
"ST,CM",57,220000.0,48,46,45,71.5,55.166666666666664,62.0,42.5
ST,57,230000.0,50,58,56,75.0,53.166666666666664,57.8,48.0
ST,57,220000.0,45,54,56,73.5,56.333333333333336,61.8,56.0
ST,57,180000.0,45,56,51,69.5,55.833333333333336,58.2,58.0
RW,57,230000.0,54,52,49,66.5,59.166666666666664,60.6,47.0
"ST,RW,LW",57,140000.0,43,60,55,66.5,55.666666666666664,57.8,64.5
ST,57,220000.0,47,51,57,82.5,52.0,63.4,52.0
ST,57,190000.0,48,52,51,61.5,54.333333333333336,63.4,45.5
ST,57,140000.0,38,55,47,69.5,51.666666666666664,48.8,72.5
"LB,LWB,LM",57,150000.0,54,49,38,78.5,36.5,64.4,49.0
ST,57,220000.0,50,50,47,79.5,52.0,56.2,49.0
"LB,LWB",57,150000.0,52,58,57,66.5,34.0,61.2,65.5
"CF,CAM",57,170000.0,62,51,49,72.0,47.666666666666664,63.6,58.5
"ST,LM",57,160000.0,49,50,42,75.5,49.666666666666664,62.0,44.5
"LW,RW,ST",57,150000.0,48,61,49,73.0,52.166666666666664,64.4,51.0
ST,57,230000.0,45,53,56,72.5,55.166666666666664,54.6,61.0
ST,57,220000.0,39,50,49,79.5,50.0,59.0,59.5
ST,57,120000.0,39,54,58,56.0,56.0,48.6,75.0
ST,57,140000.0,48,55,59,87.0,51.833333333333336,59.2,62.0
ST,57,150000.0,37,60,43,87.0,49.666666666666664,60.2,70.5
ST,57,230000.0,54,57,51,60.5,54.166666666666664,55.0,63.5
ST,57,220000.0,46,52,48,68.0,54.0,66.2,66.0
"RM,LM,ST",57,220000.0,53,56,43,70.0,50.333333333333336,57.6,49.5
ST,57,200000.0,43,54,49,76.5,50.5,58.8,65.5
ST,57,190000.0,41,54,44,60.0,53.166666666666664,50.4,66.0
"CAM,CF",57,160000.0,63,45,57,66.5,44.5,58.8,41.0
ST,57,210000.0,44,54,45,73.0,51.0,53.0,65.5
ST,57,220000.0,48,53,50,62.0,56.0,51.8,59.0
"LM,LW",57,230000.0,54,49,48,72.0,41.666666666666664,63.2,60.5
"LM,CF",57,220000.0,54,51,50,72.0,48.5,69.6,42.0
"LB,LWB",57,190000.0,36,56,45,74.5,39.0,58.8,56.0
ST,57,230000.0,52,53,48,73.0,51.333333333333336,61.0,55.0
ST,57,220000.0,53,55,49,69.5,52.666666666666664,58.6,58.5
"ST,RW",57,220000.0,53,60,50,74.0,51.833333333333336,60.2,56.5
"RM,ST",57,210000.0,54,54,48,76.5,46.333333333333336,59.6,45.5
ST,57,220000.0,46,53,55,77.0,53.333333333333336,59.8,57.5
"ST,LM",57,220000.0,51,48,46,68.5,52.333333333333336,56.0,60.5
RWB,57,120000.0,57,51,46,82.0,46.333333333333336,62.6,59.0
"ST,RM",57,190000.0,52,50,54,73.0,52.5,58.6,54.0
CF,57,220000.0,49,58,61,70.0,57.833333333333336,54.0,64.5
"LW,RW",58,210000.0,46,44,49,76.0,49.666666666666664,62.0,53.0
ST,58,170000.0,47,61,58,79.5,50.666666666666664,59.4,58.0
"LB,LWB,CB",58,120000.0,44,52,45,78.0,29.5,59.4,71.5
ST,58,250000.0,44,58,45,66.5,53.333333333333336,60.0,60.0
"RB,RWB,CDM",58,180000.0,57,40,38,65.5,44.666666666666664,54.0,67.5
"CAM,RW",58,260000.0,58,46,48,70.0,51.333333333333336,59.4,55.0
"ST,RM",58,200000.0,54,48,45,72.5,55.5,64.2,65.0
ST,58,190000.0,42,52,46,77.5,51.666666666666664,55.2,72.0
"ST,LW",58,190000.0,53,60,52,79.0,51.333333333333336,66.8,56.5
"ST,CM",58,220000.0,54,55,46,79.0,53.5,57.2,60.0
ST,58,220000.0,43,56,57,67.5,54.333333333333336,58.4,63.0
ST,58,160000.0,52,58,58,59.5,55.333333333333336,48.6,76.0
ST,58,250000.0,44,69,48,62.5,54.833333333333336,53.6,57.5
ST,58,260000.0,53,57,55,68.0,57.166666666666664,58.6,66.0
"CF,RM,CM",58,50000.0,68,50,58,38.5,51.666666666666664,64.6,56.0
"LB,LWB,LM",58,170000.0,54,54,39,74.0,42.833333333333336,56.0,57.5
"RM,ST",58,220000.0,47,59,42,72.0,54.0,63.0,60.5
"LW,RW,CAM",58,230000.0,58,53,56,65.0,46.833333333333336,65.6,37.0
"LB,LWB",58,130000.0,64,34,40,65.0,39.0,62.0,64.0
"ST,CAM,RW",58,180000.0,52,49,54,62.0,58.666666666666664,56.2,52.5
"ST,RM",58,220000.0,44,60,46,68.5,52.666666666666664,57.8,63.5
"ST,RW",58,280000.0,39,58,48,71.5,54.333333333333336,55.8,54.0
ST,58,280000.0,45,51,48,78.5,54.833333333333336,63.0,59.5
"RWB,RB",58,190000.0,55,64,55,85.5,44.166666666666664,67.6,77.5
LW,58,190000.0,59,53,57,75.5,43.666666666666664,62.4,48.0
"ST,CF",58,250000.0,50,56,46,78.0,53.833333333333336,61.6,58.5
"CM,RWB,RM",58,230000.0,61,59,56,71.5,45.666666666666664,63.2,60.5
ST,58,260000.0,54,57,57,60.0,55.0,57.6,65.5
ST,58,200000.0,46,60,54,72.0,54.166666666666664,61.2,58.0
"ST,CAM",58,210000.0,53,59,52,76.0,48.333333333333336,62.0,55.5
ST,58,160000.0,49,58,57,53.0,55.666666666666664,49.0,74.0
RW,58,220000.0,53,51,49,80.5,48.5,61.8,46.5
ST,58,180000.0,45,58,42,80.0,50.0,56.6,63.0
"LWB,LW",58,230000.0,54,47,58,85.0,45.666666666666664,64.4,55.0
ST,58,280000.0,52,58,59,75.5,54.833333333333336,66.0,47.5
ST,58,250000.0,53,55,44,66.5,54.166666666666664,53.8,59.0
"CAM,ST",58,220000.0,57,41,61,62.5,51.833333333333336,66.2,39.0
"ST,RM",58,260000.0,50,52,44,70.5,50.833333333333336,61.4,63.5
"LWB,LB,CB",58,170000.0,47,45,39,57.0,35.333333333333336,58.4,67.5
ST,58,250000.0,41,54,57,79.0,57.0,53.8,65.5
ST,58,130000.0,56,58,58,77.0,50.5,59.8,66.5
"CAM,ST",58,250000.0,67,46,63,63.0,47.5,54.4,57.0
"ST,RM",58,210000.0,52,59,48,68.5,54.666666666666664,65.4,45.0
ST,58,280000.0,44,54,45,68.0,55.0,61.8,69.0
ST,58,220000.0,53,54,54,73.5,52.666666666666664,60.0,67.0
"ST,CAM",58,180000.0,52,55,53,56.0,57.666666666666664,49.8,63.0
"LB,LWB",58,250000.0,50,45,39,66.0,34.333333333333336,62.6,47.5
LW,58,200000.0,41,54,43,74.0,49.0,66.0,56.5
"RW,RM",58,280000.0,54,52,55,64.0,59.833333333333336,60.8,59.0
ST,58,120000.0,50,63,49,52.5,61.166666666666664,53.0,45.0
"RM,RW",58,260000.0,52,52,49,71.5,47.0,62.2,55.5
ST,58,280000.0,45,59,62,73.0,51.666666666666664,59.0,59.5
ST,58,280000.0,46,58,43,70.5,48.666666666666664,67.4,63.5
"CM,LW",58,230000.0,62,47,48,66.5,46.0,61.8,53.5
"LW,RW",58,200000.0,53,53,50,80.0,52.166666666666664,59.8,64.5
"ST,RW",58,190000.0,63,48,61,66.0,54.666666666666664,54.0,62.0
"RW,ST",58,190000.0,54,52,53,74.5,50.833333333333336,61.4,43.5
ST,58,170000.0,47,58,59,88.5,53.666666666666664,64.6,56.0
"LWB,LM",58,130000.0,48,54,46,79.0,50.666666666666664,57.8,73.5
ST,58,280000.0,52,53,57,69.0,55.666666666666664,55.8,53.5
"ST,LW",58,180000.0,52,57,50,72.0,53.333333333333336,65.4,67.0
ST,58,260000.0,48,57,53,63.5,59.333333333333336,59.4,45.5
"LW,CAM",58,270000.0,61,50,59,70.0,46.333333333333336,64.4,54.0
LWB,58,200000.0,55,56,48,84.5,36.833333333333336,67.0,62.0
ST,58,180000.0,48,54,48,61.5,54.666666666666664,63.6,60.5
ST,58,200000.0,56,60,55,72.0,52.5,64.4,51.5
ST,58,,53,49,51,74.0,56.333333333333336,58.2,62.0
ST,58,180000.0,51,59,51,76.5,51.833333333333336,67.8,57.5
"LW,RW",58,190000.0,56,52,61,70.0,50.333333333333336,63.2,56.5
ST,58,280000.0,50,51,43,65.0,54.5,59.4,59.0
ST,58,200000.0,60,51,49,56.0,56.5,56.6,60.5
"ST,LM",58,220000.0,50,57,44,70.5,56.833333333333336,61.8,53.5
"CAM,ST",58,,57,59,56,60.5,53.5,59.6,64.0
ST,58,160000.0,59,45,46,63.5,56.333333333333336,59.8,62.5
"ST,RW,LW",58,170000.0,44,63,58,69.5,53.833333333333336,60.6,61.0
ST,59,,49,55,51,68.0,56.0,57.6,68.0
"LW,CAM",59,210000.0,50,55,45,82.0,57.333333333333336,58.4,62.5
ST,59,210000.0,51,53,53,66.0,57.0,55.8,65.5
ST,59,280000.0,52,52,49,46.0,61.5,53.6,58.5
"RB,RWB",59,220000.0,51,42,41,70.5,34.0,58.8,70.0
ST,59,325000.0,52,55,58,76.0,55.5,59.6,68.0
"LM,ST",59,270000.0,63,52,45,60.0,61.166666666666664,64.2,40.5
"ST,LM",59,325000.0,62,59,56,77.0,56.666666666666664,58.8,51.0
"ST,CAM",59,190000.0,34,54,56,70.0,56.833333333333336,67.0,67.0
"CF,RM,LM",59,240000.0,54,55,53,80.0,56.5,63.0,70.0
ST,59,260000.0,42,59,47,68.5,60.0,59.0,47.5
ST,59,270000.0,37,55,47,68.0,58.166666666666664,59.6,55.0
"RM,CAM,CF,LB",59,200000.0,54,58,43,68.5,54.333333333333336,63.4,59.0
"CAM,RW,ST",59,350000.0,53,55,51,76.0,52.833333333333336,60.6,54.5
ST,59,325000.0,44,55,50,66.5,54.666666666666664,58.4,62.0
"ST,RM,LM",59,230000.0,50,53,42,78.5,53.166666666666664,61.0,69.5
ST,59,350000.0,41,55,55,74.0,55.333333333333336,62.6,58.5
ST,59,350000.0,54,63,62,67.0,53.333333333333336,60.8,56.0
"ST,RW",59,220000.0,47,61,58,66.0,54.333333333333336,55.8,65.0
ST,59,350000.0,50,60,50,69.5,57.0,60.0,52.5
ST,59,200000.0,57,58,56,65.0,52.833333333333336,64.4,58.5
"LB,LWB",59,140000.0,52,53,48,65.0,46.166666666666664,59.0,71.0
ST,59,260000.0,48,57,55,63.0,56.166666666666664,50.0,72.0
ST,59,325000.0,47,59,47,66.0,59.166666666666664,61.0,46.0
"CM,ST",59,190000.0,64,60,59,66.0,54.166666666666664,64.6,44.5
"ST,LW",59,160000.0,52,52,53,66.5,53.833333333333336,65.6,60.5
CF,59,230000.0,56,57,51,67.0,62.5,61.0,57.0
"RM,ST,LM",59,325000.0,57,56,47,78.5,48.666666666666664,64.2,51.5
ST,59,230000.0,37,60,53,45.5,57.5,54.0,60.5
"RW,RM",59,210000.0,45,47,49,63.5,61.0,62.2,43.5
ST,59,325000.0,56,60,53,67.0,57.833333333333336,59.8,55.5
ST,59,220000.0,50,56,52,63.5,58.0,58.0,65.0
"LB,LWB,LM",59,290000.0,54,51,53,70.5,32.833333333333336,64.6,58.5
ST,59,280000.0,49,61,54,72.0,55.0,64.0,63.5
RW,59,350000.0,59,48,42,68.5,54.666666666666664,63.8,41.5
"LM,ST",59,230000.0,53,58,49,80.5,50.0,65.4,53.5
ST,59,200000.0,44,56,55,71.0,55.166666666666664,59.8,62.0
LW,59,325000.0,53,52,47,73.0,50.833333333333336,63.4,52.0
RW,59,200000.0,48,57,54,82.5,47.166666666666664,59.6,56.0
"LM,LW",59,250000.0,59,55,57,67.0,52.0,59.8,52.5
"RW,LW,ST",59,210000.0,59,48,52,80.0,51.5,63.4,62.5
ST,59,80000.0,54,60,55,62.5,54.666666666666664,59.4,78.0
"RWB,RB",59,220000.0,50,35,50,70.0,32.333333333333336,64.0,66.0
RW,59,325000.0,58,59,51,73.0,47.333333333333336,65.4,41.0
"ST,CF,CAM",59,240000.0,49,55,44,78.5,49.666666666666664,68.2,54.5
"LB,LWB",59,180000.0,55,56,49,73.0,38.333333333333336,64.4,66.0
"RM,ST",59,250000.0,44,58,68,72.0,54.333333333333336,63.4,66.0
"LM,RM,ST",59,190000.0,52,55,48,84.0,49.5,61.6,66.5
ST,59,210000.0,45,50,50,67.5,60.0,61.6,57.5
"LM,RM,ST",59,260000.0,55,47,46,71.0,53.833333333333336,63.4,52.5
"LW,RW",59,270000.0,54,57,67,75.5,49.5,63.2,54.5
"ST,LM",59,280000.0,56,48,56,63.5,60.166666666666664,61.4,52.5
ST,59,190000.0,42,60,52,55.5,56.166666666666664,48.2,74.5
ST,59,280000.0,55,58,55,60.0,57.5,57.6,61.0
"ST,CF",59,70000.0,53,59,53,55.5,60.166666666666664,58.6,57.5
"ST,LW",59,220000.0,55,52,50,79.0,52.833333333333336,63.8,66.5
"CM,CF",59,200000.0,65,57,60,58.0,53.5,53.2,68.5
"CM,CF",59,160000.0,66,67,62,77.5,42.333333333333336,71.2,63.0
"RM,RW,RWB",59,325000.0,55,54,52,66.5,62.666666666666664,59.6,44.0
"LM,RM,ST",59,240000.0,54,49,53,76.5,47.333333333333336,59.2,66.5
ST,59,325000.0,52,54,50,71.5,56.666666666666664,63.6,68.5
ST,59,325000.0,62,55,41,70.5,53.0,61.2,57.5
ST,59,230000.0,46,58,43,77.0,50.333333333333336,65.4,63.0
"ST,LW",59,160000.0,59,60,57,56.5,53.5,56.8,58.5
ST,59,200000.0,58,49,58,78.5,56.5,62.0,58.0
ST,59,240000.0,44,54,50,71.5,58.0,63.6,51.5
ST,59,350000.0,59,54,54,67.0,58.5,55.6,65.0
"RW,RM",59,325000.0,60,51,52,65.0,55.333333333333336,64.8,45.0
"RWB,RM,RB",59,190000.0,58,63,40,77.0,35.833333333333336,62.0,60.5
"RW,ST,CM",59,250000.0,57,60,46,66.0,50.666666666666664,58.4,60.0
ST,59,100000.0,56,59,61,58.5,54.666666666666664,57.6,74.0
ST,59,300000.0,54,48,48,69.5,60.833333333333336,61.2,53.5
ST,59,,48,56,46,60.0,57.166666666666664,57.2,70.0
LW,59,350000.0,54,52,50,85.5,57.166666666666664,63.8,62.5
ST,59,240000.0,54,60,54,51.5,52.666666666666664,49.4,70.0
ST,59,325000.0,58,59,54,66.5,54.666666666666664,58.2,58.5
ST,59,210000.0,50,61,56,54.5,54.666666666666664,56.6,66.5
"LM,ST",59,240000.0,57,55,49,68.5,53.0,62.0,56.0
ST,59,270000.0,55,60,46,46.5,59.0,57.0,57.0
"ST,RM",59,240000.0,51,59,58,76.5,55.5,66.2,55.0
ST,60,190000.0,48,61,56,61.0,60.166666666666664,51.0,68.5
ST,60,290000.0,48,56,51,59.0,57.666666666666664,57.0,67.5
"RM,RW",60,325000.0,57,56,58,73.0,55.166666666666664,62.8,59.5
ST,60,220000.0,48,60,55,66.5,62.5,57.6,56.0
ST,60,450000.0,47,58,48,64.0,55.333333333333336,60.2,60.0
LW,60,400000.0,65,55,52,61.5,50.166666666666664,60.4,41.5
"RW,LW",60,375000.0,47,58,49,86.0,52.166666666666664,67.6,51.5
LW,60,325000.0,59,56,47,81.5,45.0,61.6,55.0
ST,60,425000.0,56,55,63,77.5,54.0,67.6,52.0
ST,60,260000.0,53,59,48,73.0,58.666666666666664,65.8,58.5
"LW,ST,LM",60,375000.0,56,55,42,81.5,45.5,63.2,61.5
"RB,RWB,RM,RW",60,280000.0,54,56,45,72.0,47.5,62.6,58.0
"RM,LM,ST",60,250000.0,60,55,52,77.5,54.0,62.0,57.0
LW,60,400000.0,51,53,48,72.0,53.5,65.6,53.0
ST,60,170000.0,42,63,64,52.0,61.5,49.2,76.5
"ST,RM",60,425000.0,60,58,55,64.5,56.833333333333336,60.0,58.0
"CAM,RW",60,280000.0,57,56,64,76.5,47.5,61.6,62.5
ST,60,325000.0,51,64,54,65.5,55.833333333333336,54.4,60.0
"ST,CF",60,110000.0,61,62,57,26.5,62.333333333333336,50.0,74.0
ST,60,425000.0,52,58,56,74.0,56.0,59.8,53.5
ST,60,270000.0,48,60,50,53.5,59.5,52.0,72.0
ST,60,290000.0,47,64,60,66.5,52.833333333333336,60.8,58.0
"ST,RM,CAM",60,450000.0,57,59,54,68.0,53.5,67.8,47.0
"CAM,RW,LW",60,325000.0,60,46,56,69.0,46.0,67.6,48.0
ST,60,325000.0,54,55,46,62.0,61.333333333333336,55.4,61.5
"RM,LM,RW",60,220000.0,69,69,45,77.0,52.0,55.0,59.0
"ST,LW",60,290000.0,45,60,51,72.0,53.833333333333336,66.4,53.0
"CAM,LW,RW",60,400000.0,65,44,48,67.0,44.333333333333336,65.2,59.0
"LM,LW,CAM",60,300000.0,56,54,52,76.0,50.333333333333336,65.8,58.0
"LM,LW",60,280000.0,52,49,53,78.0,49.333333333333336,68.0,56.0
ST,60,220000.0,57,58,55,71.5,58.833333333333336,59.0,65.0
"ST,RW",60,210000.0,60,63,68,78.5,53.0,68.0,65.5
"LW,RW",60,325000.0,41,53,50,91.5,48.333333333333336,64.8,40.5
ST,60,280000.0,59,47,47,63.0,60.333333333333336,61.0,56.5
ST,60,300000.0,49,60,50,51.0,59.333333333333336,62.8,55.0
"LW,RM",60,250000.0,40,61,50,84.5,53.333333333333336,63.6,61.0
LW,60,400000.0,48,50,52,79.0,51.5,59.2,49.5
"LWB,LM",60,160000.0,52,42,56,55.0,34.166666666666664,62.4,74.0
ST,60,350000.0,51,57,55,68.5,56.5,56.6,65.0
